Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
IH91478,,,Bachelor,,23554.0,61.0,0,Personal Auto,Two-Door Car,142.459804,Oregon,F
OR78439,,,College,,62464.0,109.0,0,Corporate Auto,Luxury,400.181882,Arizona,M
CW15758,,,College,,71888.0,115.0,0,Personal Auto,SUV,552.0,Oregon,F
RY26286,,,College,,80846.0,65.0,0,Corporate Auto,Four-Door Car,227.183015,California,M
YP71513,,,College,,0.0,67.0,0,Personal Auto,Four-Door Car,321.6,Oregon,M
CJ51511,,,High School or Below,,11432.0,119.0,0,Corporate Auto,SUV,571.2,Arizona,F
GQ11852,,,College,,39017.0,170.0,2,Personal Auto,SUV,592.85751,Oregon,F
TC29250,,,Bachelor,,0.0,108.0,0,Personal Auto,Luxury,777.6,California,M
HX63408,,,Bachelor,,73769.0,61.0,0,Corporate Auto,Four-Door Car,121.654567,Arizona,M
LJ15849,,,Master,,58557.0,88.0,0,Personal Auto,Four-Door Car,55.510526,Arizona,F
NC40609,,,College,,0.0,91.0,0,Corporate Auto,Four-Door Car,707.264022,Nevada,M
JZ23377,,,College,,48367.0,161.0,0,Personal Auto,SUV,772.8,Oregon,F
TB17648,,,College,,39718.0,65.0,2,Personal Auto,Four-Door Car,366.531664,Arizona,M
OP68330,,,College,,0.0,96.0,1,Personal Auto,Four-Door Car,460.8,Oregon,F
GO53814,,,High School or Below,,43358.0,61.0,0,Corporate Auto,Two-Door Car,400.294938,Oregon,F
VW11431,,,Bachelor,,83873.0,76.0,1,Personal Auto,Two-Door Car,218.374041,California,F
FG96614,,,Doctor,,22361.0,95.0,0,Personal Auto,Four-Door Car,530.667993,California,F
KQ98040,,,Bachelor,,70061.0,99.0,0,Corporate Auto,Four-Door Car,699.517349,California,F
DP23630,,,High School or Below,,0.0,73.0,0,Personal Auto,Four-Door Car,525.6,California,M
No31089,,,Bachelor,,65742.0,79.0,0,Personal Auto,Four-Door Car,277.360797,Arizona,F
TU15769,,,Bachelor,,23665.0,67.0,0,Personal Auto,Four-Door Car,404.817249,Washington,M
DA20791,,,College,,66457.0,95.0,0,Personal Auto,Four-Door Car,456.0,California,M
AE89300,,,Bachelor,,82634.0,104.0,0,Personal Auto,SUV,324.097433,Arizona,F
UE13511,,,High School or Below,,0.0,69.0,0,Corporate Auto,Four-Door Car,331.2,Oregon,F
MS46793,,,College,,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308,Oregon,M
ME22430,,,Bachelor,,29735.0,69.0,0,Personal Auto,Four-Door Car,331.2,Nevada,M
JZ28710,,,College,,61417.0,65.0,0,Personal Auto,Two-Door Car,206.01822,California,M
HP80279,,,High School or Below,,0.0,105.0,0,Personal Auto,SUV,756.0,Oregon,F
EH22538,,,High School or Below,,43846.0,65.0,1,Personal Auto,Four-Door Car,125.52458,California,M
JP87331,,,High School or Below,,0.0,67.0,0,Personal Auto,Four-Door Car,482.4,Arizona,M
VA89684,,,College,,33775.0,61.0,0,Personal Auto,Two-Door Car,292.8,Nevada,F
XS68865,,,College,,96988.0,77.0,0,Personal Auto,Two-Door Car,369.6,Oregon,M
IZ13533,,,Bachelor,,0.0,114.0,0,Personal Auto,Two-Door Car,820.8,Arizona,M
JB47784,,,Doctor,,81945.0,68.0,0,Personal Auto,Four-Door Car,47.451832,Oregon,F
LT79371,,,Bachelor,,0.0,65.0,0,Personal Auto,Four-Door Car,27.031485,Arizona,F
DE78840,,,Bachelor,,19019.0,186.0,0,Personal Auto,Luxury,1003.050834,Nevada,F
PU25554,,,Bachelor,,62579.0,72.0,0,Personal Auto,Four-Door Car,326.242099,Oregon,F
ZI47098,,,High School or Below,,46587.0,119.0,2,Personal Auto,Four-Door Car,571.2,California,F
CN53343,,,Bachelor,,0.0,81.0,0,Personal Auto,Four-Door Car,583.2,Arizona,F
IN18876,,,Bachelor,,0.0,78.0,0,Special Auto,Four-Door Car,561.6,Arizona,F
FV38119,,,High School or Below,,0.0,135.0,0,Corporate Auto,SUV,648.0,Washington,M
YD89516,,,High School or Below,,0.0,66.0,0,Corporate Auto,Four-Door Car,758.460636,California,M
BN89470,,,College,,29327.0,118.0,0,Special Auto,Four-Door Car,627.898468,California,M
VZ64716,,,Master,,81081.0,96.0,1,Corporate Auto,Four-Door Car,206.211089,Oregon,M
FU17577,,,High School or Below,,0.0,106.0,0,Personal Auto,SUV,763.2,Oregon,F
QY37300,,,Master,,57222.0,112.0,1,Personal Auto,Luxury,297.187468,Nevada,M
UI84849,,,College,,91147.0,107.0,0,Personal Auto,Luxury,50.473675,Arizona,M
MN81810,,,High School or Below,,76638.0,73.0,1,Personal Auto,Four-Door Car,435.189747,California,F
XN42396,,,Bachelor,,29697.0,64.0,0,Personal Auto,Four-Door Car,147.128736,California,M
VZ13840,,,High School or Below,,0.0,61.0,0,Corporate Auto,Four-Door Car,301.402778,Arizona,M
NI27358,,,College,,67352.0,181.0,1,Personal Auto,Luxury,560.947563,Arizona,F
LO39834,,,Bachelor,,23904.0,123.0,3,Personal Auto,SUV,590.4,Oregon,F
WX18073,,,Bachelor,,0.0,88.0,2,Personal Auto,Four-Door Car,422.4,Arizona,M
PG27422,,,Bachelor,,89953.0,74.0,0,Corporate Auto,Four-Door Car,274.165887,California,F
AX56708,,,High School or Below,,20862.0,68.0,0,Personal Auto,Four-Door Car,326.4,California,M
JI80257,,,College,,47663.0,114.0,0,Personal Auto,Luxury,103.702555,Nevada,F
EK95340,,,Master,,49564.0,105.0,0,Corporate Auto,Four-Door Car,661.608936,Washington,M
FS67856,,,College,,28432.0,118.0,0,Personal Auto,SUV,612.300581,California,M
JX27737,,,College,,32356.0,117.0,2,Personal Auto,Two-Door Car,428.490681,California,M
SY81273,,,High School or Below,,55269.0,71.0,0,Personal Auto,Two-Door Car,340.8,Oregon,M
FZ16327,,,College,,0.0,116.0,0,Personal Auto,Four-Door Car,509.513764,California,F
XC26395,,,High School or Below,,76771.0,95.0,1,Personal Auto,Two-Door Car,91.674854,Oregon,M
HA72996,,,College,,75648.0,108.0,0,Corporate Auto,SUV,112.660916,Nevada,F
WP51328,,,Doctor,,20698.0,68.0,5,Personal Auto,Two-Door Car,248.422693,Oregon,M
CP47989,,,High School or Below,,29734.0,63.0,0,Corporate Auto,Two-Door Car,649.83837,Oregon,F
JO75190,,,Bachelor,,43963.0,110.0,0,Corporate Auto,SUV,528.0,Nevada,M
AP47670,,,High School or Below,,29465.0,63.0,0,Personal Auto,Four-Door Car,302.4,California,M
BT61680,,,High School or Below,,24851.0,103.0,0,Personal Auto,SUV,604.289428,Arizona,F
KX23022,,,Bachelor,,0.0,107.0,2,Corporate Auto,SUV,770.4,Arizona,M
KB20508,,,College,,11033.0,97.0,0,Special Auto,Two-Door Car,511.120131,California,M
HU89665,,,College,,20495.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon,F
HD12841,,,Master,,95766.0,68.0,0,Personal Auto,Four-Door Car,162.557048,California,F
AR63478,,,College,,0.0,65.0,0,Corporate Auto,Four-Door Car,655.073317,California,M
UP90711,,,Bachelor,,61029.0,72.0,0,Personal Auto,Two-Door Car,114.429816,Oregon,F
EK58626,,,Bachelor,,0.0,105.0,0,Personal Auto,SUV,504.0,Oregon,M
CA14631,,,High School or Below,,56188.0,86.0,3,Special Auto,Four-Door Car,175.972039,California,M
AU98438,,,Bachelor,,94812.0,70.0,0,Personal Auto,Four-Door Car,121.025058,Arizona,F
RD96782,,,Bachelor,,0.0,70.0,1,Personal Auto,Two-Door Car,336.0,California,F
SY66568,,,College,,55338.0,116.0,0,Corporate Auto,Two-Door Car,556.8,Oregon,F
WE52979,,,High School or Below,,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0,California,F
PL56477,,,College,,20852.0,73.0,0,Personal Auto,Two-Door Car,383.789732,Oregon,F
XK20264,,,High School or Below,,0.0,82.0,0,Personal Auto,Two-Door Car,296.637382,Washington,F
DV57698,,,Doctor,,0.0,83.0,0,Personal Auto,Two-Door Car,544.217453,Oregon,F
RD53171,,,College,,0.0,95.0,2,Personal Auto,Two-Door Car,456.0,Arizona,F
PK23339,,,High School or Below,,72460.0,85.0,0,Personal Auto,Four-Door Car,370.018108,Arizona,F
GA74551,,,Bachelor,,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582,Oregon,M
BS26376,,,High School or Below,,96306.0,95.0,1,Corporate Auto,Four-Door Car,185.355353,California,M
WW74234,,,College,,49544.0,101.0,0,Personal Auto,SUV,0.769185,Arizona,F
UA26783,,,High School or Below,,0.0,68.0,0,Personal Auto,Two-Door Car,609.323227,Oregon,M
DV38369,,,Bachelor,,0.0,101.0,0,Corporate Auto,SUV,727.2,California,M
ZM42260,,,College,,63357.0,101.0,0,Personal Auto,SUV,565.508572,Arizona,M
EB34435,,,High School or Below,,0.0,82.0,0,Corporate Auto,Four-Door Car,590.4,Arizona,M
QY41527,,,Bachelor,,23060.0,109.0,3,Corporate Auto,SUV,731.350857,Arizona,M
WG61503,,,Master,,27781.0,71.0,0,Corporate Auto,Four-Door Car,340.8,Arizona,M
TY59969,,,College,,43246.0,62.0,0,Personal Auto,Four-Door Car,52.435202,Arizona,M
DO20853,,,High School or Below,,14254.0,124.0,0,Corporate Auto,SUV,595.2,Oregon,F
CD14267,,,College,,60334.0,106.0,0,Corporate Auto,Four-Door Car,111.164747,Nevada,M
WL40338,,,Bachelor,,35625.0,65.0,1,Personal Auto,Four-Door Car,288.572108,California,F
GV75215,,,Bachelor,,54684.0,111.0,3,Corporate Auto,Luxury,302.137164,Oregon,F
CN91738,,,Bachelor,,56228.0,65.0,0,Personal Auto,Two-Door Car,276.877348,Oregon,M
UR36951,,,Bachelor,,82166.0,134.0,3,Personal Auto,SUV,643.2,Oregon,M
JU87932,,,Bachelor,,30406.0,73.0,0,Personal Auto,Four-Door Car,350.4,Oregon,F
IR50609,,,Bachelor,,75007.0,101.0,0,Personal Auto,Four-Door Car,668.773522,Arizona,M
VI18029,,,Bachelor,,79271.0,62.0,4,Personal Auto,Four-Door Car,232.753598,Washington,M
CC46747,,,High School or Below,,0.0,76.0,0,Personal Auto,Four-Door Car,364.8,Arizona,F
ZK58906,,,Bachelor,,59414.0,140.0,0,Personal Auto,SUV,65.022258,California,M
SQ70457,,,Bachelor,,44719.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon,M
ZA37110,,,Bachelor,,0.0,129.0,2,Personal Auto,SUV,291.744204,Nevada,F
HH23204,,,Doctor,,21986.0,63.0,0,Personal Auto,Two-Door Car,333.696228,California,F
IE29890,,,High School or Below,,58480.0,113.0,1,Personal Auto,SUV,542.4,Oregon,F
VO25412,,,Master,,37520.0,74.0,0,Special Auto,Two-Door Car,163.576763,Washington,F
ME37051,,,Bachelor,,50165.0,62.0,0,Personal Auto,Two-Door Car,129.999138,California,M
DL17162,,,College,,42961.0,83.0,0,Personal Auto,Four-Door Car,398.4,Arizona,M
DD27563,,,High School or Below,,86687.0,80.0,0,Personal Auto,Four-Door Car,274.159702,Oregon,M
IA27050,,,High School or Below,,0.0,93.0,0,Personal Auto,Four-Door Car,41.617367,Oregon,F
UQ63751,,,Bachelor,,23772.0,83.0,0,Personal Auto,Four-Door Car,100.652984,Arizona,F
MV26494,,,College,,0.0,98.0,0,Personal Auto,Four-Door Car,354.939043,California,M
EN89709,,,Doctor,,18241.0,65.0,0,Personal Auto,Two-Door Car,151.991098,Arizona,F
QN68814,,,Bachelor,,0.0,65.0,0,Corporate Auto,Two-Door Car,312.0,Oregon,M
NE70831,,,High School or Below,,86650.0,69.0,2,Personal Auto,Two-Door Car,323.865715,California,F
FV72595,,,Bachelor,,0.0,137.0,0,Personal Auto,SUV,1554.089517,Arizona,M
VZ81004,,,Master,,35973.0,159.0,0,Personal Auto,Luxury,763.2,Oregon,F
VM89271,,,High School or Below,,26262.0,97.0,0,Personal Auto,Four-Door Car,465.6,Arizona,M
CL97519,,,College,,25187.0,121.0,0,Personal Auto,SUV,580.8,California,M
RN71166,,,High School or Below,,88081.0,64.0,0,Personal Auto,Four-Door Car,82.483947,Oregon,F
PJ86059,,,High School or Below,,83460.0,66.0,0,Corporate Auto,Four-Door Car,443.44552,Oregon,F
BP34620,,,Bachelor,,19949.0,74.0,1,Corporate Auto,Four-Door Car,355.2,California,F
HI58196,,,College,,0.0,92.0,0,Personal Auto,Two-Door Car,897.379535,Oregon,M
OZ58610,,,High School or Below,,0.0,109.0,0,Personal Auto,SUV,784.8,Arizona,M
WC34456,,,Bachelor,,77739.0,98.0,0,Personal Auto,Four-Door Car,428.563553,California,F
FC15606,,,College,,23649.0,122.0,0,Personal Auto,SUV,535.606632,Oregon,F
UM99946,,,College,,68980.0,98.0,0,Personal Auto,Four-Door Car,464.038577,Arizona,M
JG94795,,,Master,,60010.0,103.0,0,Special Auto,Four-Door Car,494.4,Oregon,F
GD93408,,,Bachelor,,30968.0,74.0,1,Corporate Auto,Two-Door Car,45.425684,California,F
QO12561,,,High School or Below,,0.0,116.0,0,Personal Auto,Four-Door Car,556.8,California,M
VI12822,,,High School or Below,,99841.0,65.0,0,Personal Auto,Four-Door Car,312.0,Washington,F
CT84535,,,College,,0.0,105.0,0,Personal Auto,Four-Door Car,504.0,California,M
NT36519,,,College,,32967.0,105.0,1,Personal Auto,SUV,504.0,California,M
WT86597,,,Master,,0.0,125.0,0,Personal Auto,SUV,900.0,Oregon,M
ZJ27465,,,College,,31794.0,119.0,0,Personal Auto,SUV,571.2,California,F
QF75939,,,High School or Below,,36710.0,94.0,0,Personal Auto,Four-Door Car,676.8,Washington,F
MC73302,,,Bachelor,,36267.0,69.0,0,Personal Auto,Four-Door Car,263.454037,Oregon,F
WE21182,,,High School or Below,,12430.0,73.0,0,Personal Auto,Four-Door Car,350.4,Oregon,M
TD90906,,,High School or Below,,93715.0,74.0,0,Personal Auto,Four-Door Car,532.8,Oregon,F
WB66665,,,College,,75648.0,108.0,0,Corporate Auto,SUV,112.660916,Nevada,F
ZP26168,,,College,,24584.0,66.0,0,Corporate Auto,Four-Door Car,279.706613,Washington,F
ZG56744,,,Bachelor,,36088.0,72.0,0,Personal Auto,Four-Door Car,345.6,California,M
BO81145,,,Bachelor,,21723.0,104.0,0,Personal Auto,SUV,748.8,Arizona,M
BQ28323,,,High School or Below,,63833.0,73.0,0,Personal Auto,Four-Door Car,199.460544,Oregon,F
WD38315,,,College,,0.0,61.0,0,Personal Auto,Four-Door Car,304.156333,California,M
IS73434,,,Bachelor,,45892.0,81.0,0,Corporate Auto,Four-Door Car,388.8,Arizona,F
VO94890,,,College,,90263.0,74.0,0,Personal Auto,Two-Door Car,355.2,Oregon,M
ZH43085,,,High School or Below,,0.0,63.0,0,Corporate Auto,Four-Door Car,453.6,Washington,M
HQ10502,,,Bachelor,,40548.0,98.0,0,Personal Auto,Four-Door Car,470.4,Oregon,M
SP46702,,,College,,0.0,99.0,0,Corporate Auto,Two-Door Car,831.340966,Oregon,M
JB60515,,,High School or Below,,50450.0,63.0,0,Personal Auto,Four-Door Car,302.4,Washington,M
TK49887,,,College,,0.0,85.0,0,Personal Auto,Two-Door Car,612.0,California,F
EG16813,,,College,,75963.0,69.0,0,Corporate Auto,Two-Door Car,102.147789,Arizona,F
SI13406,,,High School or Below,,32714.0,87.0,0,Personal Auto,Four-Door Car,513.041633,Arizona,F
WC11272,,,Bachelor,,42790.0,87.0,0,Personal Auto,Two-Door Car,290.057111,Oregon,F
TU27563,,,Bachelor,,20694.0,94.0,1,Personal Auto,Two-Door Car,451.2,Oregon,F
IL72707,,,Bachelor,,25820.0,82.0,0,Personal Auto,Four-Door Car,393.6,California,F
DZ62350,,,High School or Below,,24744.0,65.0,0,Personal Auto,Four-Door Car,312.0,California,M
VV82891,,,Bachelor,,0.0,73.0,3,Personal Auto,Two-Door Car,350.4,Washington,F
UQ41461,,,Bachelor,,27538.0,63.0,4,Personal Auto,Four-Door Car,285.843893,Washington,F
NI58226,,,High School or Below,,81280.0,68.0,0,Personal Auto,Four-Door Car,308.349562,Oregon,F
VA78645,,,College,,0.0,67.0,1,Personal Auto,Four-Door Car,321.6,California,M
UY61301,,,Bachelor,,0.0,73.0,0,Personal Auto,Four-Door Car,350.4,Nevada,M
XC25965,,,Bachelor,,26486.0,128.0,1,Personal Auto,SUV,614.4,Washington,F
EB93628,,,High School or Below,,0.0,97.0,0,Personal Auto,Two-Door Car,465.6,Oregon,F
PK35830,,,Bachelor,,0.0,182.0,0,Personal Auto,Luxury,1953.87972,Oregon,M
KY98596,,,Bachelor,,68331.0,63.0,0,Personal Auto,Four-Door Car,302.4,Arizona,M
CI19819,,,High School or Below,,0.0,71.0,1,Personal Auto,Two-Door Car,511.2,Arizona,M
TN82637,,,College,,21636.0,64.0,5,Personal Auto,Two-Door Car,213.587367,Nevada,M
FA90739,,,High School or Below,,0.0,121.0,0,Corporate Auto,SUV,871.2,Oregon,M
FD62224,,,College,,0.0,133.0,0,Personal Auto,SUV,1386.870718,Oregon,F
KE45653,,,Bachelor,,0.0,64.0,0,Personal Auto,Four-Door Car,307.2,California,F
FC10193,,,College,,35601.0,69.0,0,Personal Auto,Four-Door Car,249.803437,Washington,F
DO48835,,,High School or Below,,0.0,198.0,1,Corporate Auto,Luxury,1425.6,Oregon,M
VK44934,,,College,,28558.0,119.0,4,Personal Auto,SUV,797.558033,California,M
XB89264,,,High School or Below,,60101.0,66.0,0,Corporate Auto,Two-Door Car,1.332349,Nevada,F
XL49151,,,College,,22426.0,76.0,1,Corporate Auto,Four-Door Car,528.391284,Arizona,M
FG42635,,,College,,30720.0,139.0,4,Personal Auto,SUV,778.463303,Oregon,M
FE12805,,,Bachelor,,34161.0,186.0,3,Personal Auto,SUV,892.8,Oregon,F
GT17701,,,Bachelor,,42987.0,77.0,0,Personal Auto,Four-Door Car,128.490137,Oregon,F
CH76379,,,Bachelor,,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon,M
QT77453,,,High School or Below,,80928.0,132.0,0,Corporate Auto,SUV,538.545218,Arizona,F
BS90503,,,Bachelor,,86640.0,67.0,0,Personal Auto,Four-Door Car,65.457366,Washington,F
MX93376,,,College,,26714.0,64.0,1,Personal Auto,Two-Door Car,307.2,California,F
KT54608,,,Bachelor,,78618.0,66.0,0,Corporate Auto,Two-Door Car,225.578841,Arizona,M
CY18875,,,High School or Below,,0.0,78.0,0,Personal Auto,Four-Door Car,732.340362,Oregon,F
YT74573,,,College,,0.0,126.0,0,Personal Auto,SUV,604.8,California,M
WL46640,,,College,,62977.0,115.0,0,Corporate Auto,SUV,552.0,Nevada,M
CY49953,,,College,,0.0,79.0,0,Special Auto,Four-Door Car,568.8,Oregon,F
FD72269,,,High School or Below,,19724.0,72.0,0,Personal Auto,Four-Door Car,345.6,California,F
RE29039,,,High School or Below,,27558.0,65.0,0,Personal Auto,Four-Door Car,312.0,California,F
TA35356,,,College,,86054.0,239.0,0,Personal Auto,Luxury,115.166422,California,F
HS88081,,,High School or Below,,42846.0,81.0,0,Corporate Auto,Four-Door Car,286.142521,California,F
SM52948,,,Bachelor,,57107.0,110.0,3,Personal Auto,SUV,528.0,Nevada,F
ZL30083,,,High School or Below,,0.0,119.0,0,Personal Auto,Luxury,571.2,Oregon,M
MP22051,,,College,,54314.0,66.0,0,Personal Auto,Four-Door Car,282.770894,Washington,M
OF38237,,,Doctor,,29950.0,61.0,0,Personal Auto,Two-Door Car,292.8,California,F
KL27677,,,College,,24195.0,90.0,0,Personal Auto,Two-Door Car,360.269404,Nevada,F
NX58648,,,High School or Below,,0.0,73.0,0,Personal Auto,Four-Door Car,388.819919,Oregon,F
WP19664,,,College,,47481.0,116.0,0,Personal Auto,SUV,556.8,Arizona,M
LB83807,,,Bachelor,,63354.0,106.0,0,Personal Auto,Two-Door Car,508.8,Oregon,M
EL44544,,,High School or Below,,57591.0,66.0,0,Corporate Auto,Four-Door Car,316.8,Oregon,F
ST99840,,,Bachelor,,0.0,71.0,0,Corporate Auto,Four-Door Car,340.8,Nevada,F
ZS15062,,,Master,,34919.0,82.0,1,Personal Auto,Four-Door Car,277.871312,Oregon,M
RJ68578,,,High School or Below,,76879.0,101.0,0,Corporate Auto,Luxury,487.102627,Oregon,M
AE74442,,,Bachelor,,61584.0,61.0,0,Corporate Auto,Four-Door Car,205.294927,California,F
TF80571,,,High School or Below,,28792.0,185.0,3,Corporate Auto,Luxury,1166.603776,California,M
YH31618,,,Bachelor,,0.0,105.0,0,Corporate Auto,Two-Door Car,504.0,Oregon,F
HZ39407,,,Master,,26713.0,71.0,0,Personal Auto,Four-Door Car,142.695319,Washington,M
GX38439,,,College,,0.0,129.0,0,Personal Auto,SUV,928.8,California,F
FF65294,,,High School or Below,,34244.0,87.0,2,Personal Auto,Four-Door Car,417.6,Oregon,M
GC40999,,,College,,25251.0,66.0,0,Personal Auto,Four-Door Car,316.8,Oregon,M
BA87048,,,Bachelor,,0.0,68.0,0,Personal Auto,Four-Door Car,326.4,Washington,M
DE23903,,,Bachelor,,59848.0,73.0,1,Personal Auto,Two-Door Car,131.614733,Oregon,F
UP30859,,,College,,39815.0,64.0,0,Special Auto,Four-Door Car,91.391245,Nevada,F
PY17715,,,Master,,58840.0,86.0,0,Corporate Auto,Two-Door Car,73.27252,California,F
NU22358,,,Master,,97131.0,64.0,0,Special Auto,Four-Door Car,307.2,Washington,F
BR77413,,,College,,58089.0,118.0,0,Personal Auto,SUV,566.4,Arizona,M
FI17798,,,Doctor,,0.0,71.0,0,Personal Auto,Four-Door Car,340.8,California,M
KN32615,,,College,,0.0,126.0,2,Personal Auto,SUV,656.57161,Arizona,F
EB86696,,,Bachelor,,21808.0,119.0,0,Special Auto,SUV,571.2,California,M
YB14965,,,College,,89771.0,114.0,0,Personal Auto,SUV,432.409662,Arizona,M
ZD42550,,,Master,,36776.0,65.0,0,Corporate Auto,Four-Door Car,240.186527,Nevada,F
FI61655,,,Bachelor,,31213.0,65.0,0,Corporate Auto,Four-Door Car,312.0,Arizona,M
PC30692,,,Bachelor,,0.0,115.0,0,Personal Auto,SUV,987.293841,Oregon,M
EK71077,,,Bachelor,,0.0,61.0,0,Corporate Auto,Four-Door Car,439.2,California,F
ED91989,,,College,,0.0,107.0,0,Personal Auto,SUV,513.6,Arizona,M
JH58573,,,College,,32555.0,68.0,0,Personal Auto,Two-Door Car,86.912677,California,M
YP75411,,,College,,0.0,69.0,0,Personal Auto,Two-Door Car,496.8,Arizona,M
FV33188,,,Bachelor,,29735.0,69.0,0,Personal Auto,Four-Door Car,331.2,Washington,M
ZQ94561,,,College,,80590.0,74.0,0,Corporate Auto,Four-Door Car,97.928632,Washington,M
JZ16164,,,Bachelor,,22565.0,132.0,0,Personal Auto,SUV,633.6,Oregon,F
MU63232,,,Master,,54817.0,137.0,0,Personal Auto,SUV,209.504391,Arizona,M
CG13512,,,College,,0.0,62.0,0,Personal Auto,Two-Door Car,42.642554,Oregon,M
ZR86524,,,College,,55393.0,74.0,1,Corporate Auto,Four-Door Car,2.173552,Oregon,F
UG38549,,,High School or Below,,0.0,83.0,0,Personal Auto,Four-Door Car,597.6,California,F
HJ37943,,,Bachelor,,75634.0,110.0,0,Personal Auto,Two-Door Car,432.805382,California,F
QA72881,,,College,,62464.0,109.0,0,Personal Auto,Luxury,400.181882,Oregon,M
BL54814,,,College,,72648.0,61.0,0,Personal Auto,Four-Door Car,120.850664,Arizona,M
MG72449,,,Bachelor,,77167.0,66.0,0,Personal Auto,Four-Door Car,137.086695,Nevada,F
VR66049,,,High School or Below,,56980.0,84.0,0,Corporate Auto,Two-Door Car,599.000883,Washington,M
KC17606,,,College,,27444.0,66.0,0,Personal Auto,Four-Door Car,313.931213,California,F
LB12820,,,High School or Below,,57289.0,86.0,0,Corporate Auto,Two-Door Car,562.224942,Oregon,M
ZH30674,,,Bachelor,,84091.0,105.0,0,Personal Auto,Four-Door Car,380.560266,Oregon,M
HX96638,,,College,,0.0,67.0,2,Personal Auto,Four-Door Car,806.180375,Arizona,M
TT20057,,,College,,59590.0,136.0,0,Personal Auto,SUV,460.266881,Oregon,M
AM26598,,,College,,89672.0,72.0,0,Personal Auto,Four-Door Car,309.568636,Arizona,F
AY73718,,,Bachelor,,96535.0,66.0,0,Personal Auto,Four-Door Car,271.074379,California,F
EL11108,,,Doctor,,25575.0,117.0,0,Personal Auto,SUV,561.6,Oregon,F
FA15811,,,College,,38910.0,78.0,0,Personal Auto,Two-Door Car,20.209679,Nevada,F
BA51898,,,Bachelor,,39426.0,114.0,0,Special Auto,SUV,412.884282,Arizona,M
PP30874,,,High School or Below,,28304.0,91.0,2,Personal Auto,Four-Door Car,655.2,California,F
MN74944,,,College,,52210.0,80.0,0,Personal Auto,Four-Door Car,384.0,Arizona,M
FK94501,,,Bachelor,,0.0,102.0,0,Personal Auto,SUV,273.945412,Nevada,F
HZ84382,,,Master,,94851.0,104.0,0,Personal Auto,Four-Door Car,190.998822,Oregon,M
FA89548,,,Bachelor,,0.0,67.0,0,Personal Auto,Four-Door Car,399.0564,Arizona,M
GD29440,,,Bachelor,,18608.0,71.0,0,Personal Auto,Four-Door Car,340.8,Washington,M
DE21910,,,College,,41025.0,92.0,0,Personal Auto,Four-Door Car,20.374393,Oregon,F
CH50584,,,High School or Below,,71449.0,102.0,0,Personal Auto,SUV,734.4,Oregon,M
JV97593,,,Bachelor,,92653.0,83.0,1,Personal Auto,Four-Door Car,456.519419,California,F
ND68993,,,Bachelor,,33190.0,106.0,0,Personal Auto,SUV,508.8,Nevada,F
YT46746,,,College,,24290.0,82.0,0,Personal Auto,Four-Door Car,393.6,Oregon,F
RF94484,,,College,,22571.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Oregon,F
No19664,,,High School or Below,,26409.0,71.0,0,Personal Auto,Four-Door Car,475.166267,California,F
BA97018,,,High School or Below,,21616.0,93.0,0,Personal Auto,Two-Door Car,944.854655,Arizona,M
HY16703,,,College,,36463.0,92.0,0,Personal Auto,Four-Door Car,441.6,Oregon,M
MA15172,,,Bachelor,,14290.0,271.0,0,Personal Auto,Luxury,1300.8,California,F
WO81184,,,Bachelor,,34645.0,69.0,3,Special Auto,Two-Door Car,220.446667,California,M
FX39582,,,Bachelor,,67001.0,131.0,0,Personal Auto,SUV,463.425687,Washington,M
ZG23976,,,Bachelor,,96200.0,107.0,0,Personal Auto,Two-Door Car,513.6,California,F
WE25756,,,High School or Below,,69241.0,93.0,0,Personal Auto,Four-Door Car,111.250449,Arizona,M
AP59947,,,Bachelor,,55843.0,64.0,0,Corporate Auto,Two-Door Car,307.2,California,F
JG31799,,,Bachelor,,20305.0,76.0,1,Personal Auto,Two-Door Car,496.477418,California,F
XY28151,,,Bachelor,,0.0,68.0,0,Corporate Auto,Two-Door Car,489.6,Oregon,F
ZB72138,,,Bachelor,,44329.0,112.0,0,Personal Auto,SUV,537.6,Oregon,M
OP52966,,,High School or Below,,44279.0,61.0,0,Personal Auto,Two-Door Car,292.8,Arizona,M
TG67664,,,College,,0.0,87.0,3,Personal Auto,Four-Door Car,420.041981,California,F
DH14632,,,College,,34695.0,113.0,0,Personal Auto,SUV,100.323765,Oregon,F
QN26812,,,High School or Below,,79297.0,64.0,0,Personal Auto,Four-Door Car,72.760316,Arizona,M
PD97837,,,Bachelor,,0.0,62.0,0,Corporate Auto,Four-Door Car,297.6,Arizona,M
LX67597,,,Bachelor,,84183.0,72.0,0,Personal Auto,Four-Door Car,255.565349,Nevada,M
VH35998,,,Doctor,,53375.0,79.0,0,Personal Auto,Four-Door Car,127.322656,California,M
UE54045,,,High School or Below,,32046.0,127.0,0,Corporate Auto,SUV,475.599472,California,F
